LATITUDE,LONGITUDE,DISTANCE_TO_CENTRAL,GEO_CLUSTER,MECHANISM_BINARY,SPECIES_LABEL
9.624722,-0.827778,2228.753019555461,4,1,17
5.019683,-1.626946,2342.08142731561,4,1,18
5.019683,-1.626946,2342.08142731561,4,1,7
6.7578,37.6814,2027.1945056415489,3,0,4
6.1036,-0.0106,2148.6205529297326,0,1,18
6.1036,-0.0106,2148.6205529297326,0,1,7
37.6536,126.573,10968.129195641452,1,0,27
37.6536,126.573,10968.129195641452,1,0,27
5.5294,-0.697,2231.908121500543,0,1,18
5.5294,-0.697,2231.908121500543,0,1,7
-5.042495,32.819733,2068.3375815067193,3,0,4
-5.042495,32.819733,2068.3375815067193,3,0,18
-5.042495,32.819733,2068.3375815067193,3,0,18
-5.042495,32.819733,2068.3375815067193,3,0,4
13.04269,36.989192,2012.3210507922975,3,1,4
13.04269,36.989192,2012.3210507922975,3,0,4
4.914664,-1.81253,2364.2228357019917,4,1,7
9.4075,-0.8533,2230.268580595986,4,1,17
10.62849,1.251712,2011.8606931621237,0,1,17
5.30639,-2.00625,2379.0203561509993,4,1,18
5.30639,-2.00625,2379.0203561509993,4,1,7
6.601233,2.689047,1845.8479653576383,0,1,17
6.601233,2.689047,1845.8479653576383,0,0,17
-6.87877,39.24557,2745.7529943255104,3,0,4
-6.87877,39.24557,2745.7529943255104,3,0,4
0.6278,34.3325,1845.023698434311,3,1,17
0.6278,34.3325,1845.023698434311,3,1,18
0.6278,34.3325,1845.023698434311,3,0,4
0.6278,34.3325,1845.023698434311,3,0,4
0.6278,34.3325,1845.023698434311,3,1,18
0.6278,34.3325,1845.023698434311,3,0,18
5.890861,-4.830361,2681.638383564173,4,1,18
5.890861,-4.830361,2681.638383564173,4,0,18
5.890861,-4.830361,2681.638383564173,4,1,18
5.890861,-4.830361,2681.638383564173,4,1,17
9.430947,-1.0646,2253.5733321414555,4,1,17
6.503415,2.144734,1906.809642833647,0,1,7
6.503415,2.144734,1906.809642833647,0,1,18
6.503415,2.144734,1906.809642833647,0,1,18
0.678227,34.186567,1827.9867125366611,3,1,18
10.4957,1.3783,1996.3242041216797,0,1,17
5.6083,-1.5462,2324.020869855383,4,1,18
5.6083,-1.5462,2324.020869855383,4,1,7
-4.916667,32.833333,2059.859647483147,3,0,18
-4.916667,32.833333,2059.859647483147,3,0,18
0.22433,32.44845,1681.5324251328357,3,1,18
-12.3493,43.6991,3501.6202864652832,3,0,17
-12.3317,43.7734,3506.739212723735,3,0,17
38.0739,128.6211,11125.566220403532,1,0,23
38.0739,128.6211,11125.566220403532,1,0,23
38.0739,128.6211,11125.566220403532,1,1,43
38.0739,128.6211,11125.566220403532,1,0,43
38.0739,128.6211,11125.566220403532,1,0,45
38.0739,128.6211,11125.566220403532,1,0,45
37.3033,127.6246,11068.505725178467,1,0,23
37.3033,127.6246,11068.505725178467,1,0,23
38.0939,127.0756,10995.88379228169,1,0,23
38.0939,127.0756,10995.88379228169,1,0,23
38.0939,127.0756,10995.88379228169,1,0,36
38.0939,127.0756,10995.88379228169,1,0,36
38.0939,127.0756,10995.88379228169,1,1,43
38.0939,127.0756,10995.88379228169,1,1,43
-5.2167,38.65,2586.2365897295076,3,0,4
-5.2167,38.65,2586.2365897295076,3,0,4
6.729096,-3.49632,2526.192474850399,4,0,18
6.729096,-3.49632,2526.192474850399,4,1,18
6.729096,-3.49632,2526.192474850399,4,0,18
5.6507,-0.5064,2209.19019931327,0,1,18
7.352083,2.565841,1853.390330244347,0,1,7
7.352083,2.565841,1853.390330244347,0,1,18
7.352083,2.565841,1853.390330244347,0,1,7
7.352083,2.565841,1853.390330244347,0,1,18
1.9951,32.71828,1618.0926541054257,3,1,18
1.9951,32.71828,1618.0926541054257,3,1,4
6.965913,2.645065,1847.3081296551916,0,1,7
6.965913,2.645065,1847.3081296551916,0,1,18
6.965913,2.645065,1847.3081296551916,0,1,7
6.965913,2.645065,1847.3081296551916,0,1,18
-0.1726,34.9198,1943.372389926523,3,0,18
-0.1726,34.9198,1943.372389926523,3,1,4
6.7167,-1.7667,2335.6356709816796,4,1,18
6.830252,2.600411,1853.3865954385963,0,1,7
6.830252,2.600411,1853.3865954385963,0,1,18
6.830252,2.600411,1853.3865954385963,0,1,7
6.830252,2.600411,1853.3865954385963,0,1,18
-3.5608,142.6756,13744.761476151722,2,0,37
-3.5608,142.6756,13744.761476151722,2,0,37
6.6645,2.1598,1903.4817847498848,0,0,17
6.6645,2.1598,1903.4817847498848,0,1,18
6.6645,2.1598,1903.4817847498848,0,1,4
6.6645,2.1598,1903.4817847498848,0,1,7
6.6645,2.1598,1903.4817847498848,0,0,18
6.6645,2.1598,1903.4817847498848,0,0,4
6.6645,2.1598,1903.4817847498848,0,0,7
6.735445,2.642898,1849.5854066982993,0,1,18
6.6774,-1.5451,2311.555552852948,4,1,18
12.65001,-7.99986,3040.940720602204,4,1,7
12.65001,-7.99986,3040.940720602204,4,1,18
12.65001,-7.99986,3040.940720602204,4,1,4
14.348948,-3.609117,2606.715425493391,4,1,7
14.348948,-3.609117,2606.715425493391,4,1,18
14.348948,-3.609117,2606.715425493391,4,1,4
10.6333,-4.7667,2667.123514472523,4,0,7
10.6333,-4.7667,2667.123514472523,4,1,7
10.6333,-4.7667,2667.123514472523,4,1,7
10.6333,-4.7667,2667.123514472523,4,1,7
10.6333,-4.7667,2667.123514472523,4,1,18
10.6333,-4.7667,2667.123514472523,4,1,18
10.6333,-4.7667,2667.123514472523,4,1,18
10.6333,-4.7667,2667.123514472523,4,1,18
10.6333,-4.7667,2667.123514472523,4,1,18
14.078493,-3.518264,2590.3396163523607,4,1,7
14.078493,-3.518264,2590.3396163523607,4,1,18
14.078493,-3.518264,2590.3396163523607,4,1,4
13.0683,-6.8279,2921.403495979809,4,1,7
13.0683,-6.8279,2921.403495979809,4,1,4
13.0683,-6.8279,2921.403495979809,4,1,18
-5.288054,145.755018,14105.947057155134,2,0,14
-5.288054,145.755018,14105.947057155134,2,0,13
-5.288054,145.755018,14105.947057155134,2,0,14
-5.288054,145.755018,14105.947057155134,2,0,13
5.343858,-3.918737,2588.506220657198,4,1,18
5.343858,-3.918737,2588.506220657198,4,1,18
12.955,-5.7563,2804.6142675529563,4,1,7
12.955,-5.7563,2804.6142675529563,4,1,18
12.955,-5.7563,2804.6142675529563,4,1,4
12.955,-5.7563,2804.6142675529563,4,1,7
12.955,-5.7563,2804.6142675529563,4,1,18
12.955,-5.7563,2804.6142675529563,4,1,4
7.4356,3.9131,1704.3794196022038,0,1,18
-0.0959,34.2757,1876.0816450583327,3,1,4
-0.0959,34.2757,1876.0816450583327,3,1,4
-0.0959,34.2757,1876.0816450583327,3,1,4
-0.0959,34.2757,1876.0816450583327,3,1,4
-0.0959,34.2757,1876.0816450583327,3,0,18
-0.0959,34.2757,1876.0816450583327,3,0,18
11.750001,-2.933334,2481.276912785602,4,0,4
11.750001,-2.933334,2481.276912785602,4,1,4
11.750001,-2.933334,2481.276912785602,4,1,4
11.750001,-2.933334,2481.276912785602,4,1,7
11.750001,-2.933334,2481.276912785602,4,1,7
11.750001,-2.933334,2481.276912785602,4,1,18
11.750001,-2.933334,2481.276912785602,4,1,18
11.750001,-2.933334,2481.276912785602,4,1,18
11.750001,-2.933334,2481.276912785602,4,1,18
11.41668,-7.48332,2970.228002596598,4,1,7
11.41668,-7.48332,2970.228002596598,4,1,18
11.41668,-7.48332,2970.228002596598,4,1,7
11.41668,-7.48332,2970.228002596598,4,1,18
-5.5883,144.6825,13991.029242750465,2,0,37
-5.5883,144.6825,13991.029242750465,2,0,37
1.8188,31.3249,1486.7966126275378,3,1,18
1.8188,31.3249,1486.7966126275378,3,0,4
0.583333,34.583333,1872.2673285178003,3,1,18
0.583333,34.583333,1872.2673285178003,3,0,4
-2.285672,29.952371,1627.4489628241395,3,1,17
0.666667,31.08249,1526.1196518681293,3,1,18
0.666667,31.08249,1526.1196518681293,3,0,4
-0.0357,34.62196,1906.9784562517007,3,1,18
-0.0357,34.62196,1906.9784562517007,3,1,4
11.148308,-3.068106,2487.618943120427,4,0,4
11.148308,-3.068106,2487.618943120427,4,0,4
11.148308,-3.068106,2487.618943120427,4,1,7
11.148308,-3.068106,2487.618943120427,4,1,7
11.148308,-3.068106,2487.618943120427,4,1,18
11.148308,-3.068106,2487.618943120427,4,1,18
7.75,2.183333,1893.836088222461,0,1,18
7.75,2.183333,1893.836088222461,0,1,4
7.75,2.183333,1893.836088222461,0,1,7
7.75,2.183333,1893.836088222461,0,0,18
7.75,2.183333,1893.836088222461,0,0,4
7.75,2.183333,1893.836088222461,0,0,7
12.466667,-3.45,2548.723756022971,4,0,4
12.466667,-3.45,2548.723756022971,4,0,4
12.466667,-3.45,2548.723756022971,4,0,7
12.466667,-3.45,2548.723756022971,4,1,7
12.466667,-3.45,2548.723756022971,4,1,18
12.466667,-3.45,2548.723756022971,4,1,18
12.466667,-3.45,2548.723756022971,4,1,18
10.964122,-3.257144,2505.991483857619,4,0,7
10.964122,-3.257144,2505.991483857619,4,1,7
10.964122,-3.257144,2505.991483857619,4,1,18
10.964122,-3.257144,2505.991483857619,4,1,18
-4.8007,145.624,14085.81474981461,2,0,37
-4.8007,145.624,14085.81474981461,2,0,13
-4.8007,145.624,14085.81474981461,2,0,37
-4.8007,145.624,14085.81474981461,2,0,13
11.162039,-4.366999,2628.8563168334795,4,0,4
11.162039,-4.366999,2628.8563168334795,4,0,4
11.162039,-4.366999,2628.8563168334795,4,1,4
11.162039,-4.366999,2628.8563168334795,4,1,4
11.162039,-4.366999,2628.8563168334795,4,0,7
11.162039,-4.366999,2628.8563168334795,4,0,7
11.162039,-4.366999,2628.8563168334795,4,1,7
11.162039,-4.366999,2628.8563168334795,4,1,7
11.162039,-4.366999,2628.8563168334795,4,0,18
11.162039,-4.366999,2628.8563168334795,4,1,18
11.162039,-4.366999,2628.8563168334795,4,1,18
11.162039,-4.366999,2628.8563168334795,4,1,18
10.3333,-3.18333,2491.7427815133656,4,0,4
10.3333,-3.18333,2491.7427815133656,4,1,4
10.3333,-3.18333,2491.7427815133656,4,1,4
10.3333,-3.18333,2491.7427815133656,4,1,7
10.3333,-3.18333,2491.7427815133656,4,1,7
10.3333,-3.18333,2491.7427815133656,4,1,18
10.3333,-3.18333,2491.7427815133656,4,1,18
10.3333,-3.18333,2491.7427815133656,4,1,18
13.906161,-4.554654,2695.6343845029833,4,1,7
13.906161,-4.554654,2695.6343845029833,4,1,4
6.676641,2.669849,1847.191947897479,0,1,7
6.676641,2.669849,1847.191947897479,0,1,18
6.676641,2.669849,1847.191947897479,0,1,7
6.676641,2.669849,1847.191947897479,0,1,18
14.028879,-0.0447,2225.430375467518,4,0,4
14.028879,-0.0447,2225.430375467518,4,1,4
14.028879,-0.0447,2225.430375467518,4,1,4
14.028879,-0.0447,2225.430375467518,4,0,7
14.028879,-0.0447,2225.430375467518,4,1,7
14.028879,-0.0447,2225.430375467518,4,1,7
14.028879,-0.0447,2225.430375467518,4,1,18
14.028879,-0.0447,2225.430375467518,4,1,18
14.028879,-0.0447,2225.430375467518,4,1,18
-3.5445,142.7712,13755.079700688646,2,0,37
-3.5445,142.7712,13755.079700688646,2,0,37
0.1603,34.6459,1899.3785325561291,3,1,18
0.1603,34.6459,1899.3785325561291,3,0,4
0.1232,34.6366,1900.3285432389325,3,1,18
0.1232,34.6366,1900.3285432389325,3,0,4
12.066074,0.347581,2134.15322689451,4,1,7
12.066074,0.347581,2134.15322689451,4,1,18
12.066074,0.347581,2134.15322689451,4,1,18
-6.6304,147.8611,14351.901402636524,2,0,37
-6.6304,147.8611,14351.901402636524,2,0,14
-6.6304,147.8611,14351.901402636524,2,0,25
-6.6304,147.8611,14351.901402636524,2,0,37
-6.6304,147.8611,14351.901402636524,2,0,14
-6.6304,147.8611,14351.901402636524,2,0,25
7.966667,2.233333,1887.7974179584505,0,1,18
-6.5899,147.8223,14347.252883712847,2,0,37
-6.5899,147.8223,14347.252883712847,2,0,14
-6.5899,147.8223,14347.252883712847,2,0,25
-6.5899,147.8223,14347.252883712847,2,0,37
-6.5899,147.8223,14347.252883712847,2,0,14
-6.5899,147.8223,14347.252883712847,2,0,25
1.43224,31.05338,1480.3523482539688,3,1,18
11.4894,-3.5219,2541.203591195135,4,0,4
11.4894,-3.5219,2541.203591195135,4,0,4
11.4894,-3.5219,2541.203591195135,4,1,7
11.4894,-3.5219,2541.203591195135,4,1,7
11.4894,-3.5219,2541.203591195135,4,1,18
11.4894,-3.5219,2541.203591195135,4,1,18
-5.289,145.7441,14104.753860522762,2,0,14
-5.289,145.7441,14104.753860522762,2,0,13
-5.289,145.7441,14104.753860522762,2,0,25
-5.289,145.7441,14104.753860522762,2,0,14
-5.289,145.7441,14104.753860522762,2,0,13
-5.289,145.7441,14104.753860522762,2,0,25
9.5038,2.3829,1876.159250117291,0,1,18
9.5038,2.3829,1876.159250117291,0,1,7
9.5038,2.3829,1876.159250117291,0,1,18
7.3742,2.5972,1849.8095369248265,0,1,7
7.3742,2.5972,1849.8095369248265,0,1,18
6.85584,2.572249,1856.2621794058239,0,1,7
6.85584,2.572249,1856.2621794058239,0,1,18
6.85584,2.572249,1856.2621794058239,0,1,7
6.85584,2.572249,1856.2621794058239,0,1,18
0.16833,34.7277,1907.0882227401048,3,1,18
0.16833,34.7277,1907.0882227401048,3,1,4
6.702446,2.699547,1843.6663419709462,0,1,7
6.702446,2.699547,1843.6663419709462,0,1,18
6.702446,2.699547,1843.6663419709462,0,1,7
6.702446,2.699547,1843.6663419709462,0,1,18
10.557084,-5.75997,2774.9031275933307,4,1,7
10.557084,-5.75997,2774.9031275933307,4,1,18
10.557084,-5.75997,2774.9031275933307,4,1,4
10.557084,-5.75997,2774.9031275933307,4,1,7
10.557084,-5.75997,2774.9031275933307,4,1,18
10.557084,-5.75997,2774.9031275933307,4,0,4
9.277895,-5.68558,2760.2853219665944,4,1,18
9.277895,-5.68558,2760.2853219665944,4,1,18
11.13417,2.93861,1837.6763631362248,0,0,17
11.13417,2.93861,1837.6763631362248,0,0,18
11.13417,2.93861,1837.6763631362248,0,1,18
11.13417,2.93861,1837.6763631362248,0,1,4
11.13417,2.93861,1837.6763631362248,0,1,7
11.13417,2.93861,1837.6763631362248,0,1,18
11.13417,2.93861,1837.6763631362248,0,0,4
11.13417,2.93861,1837.6763631362248,0,0,7
-10.229055,31.193945,2394.2510287122573,3,1,18
-10.229055,31.193945,2394.2510287122573,3,0,18
-10.229055,31.193945,2394.2510287122573,3,0,18
12.744044,-8.066511,3049.456462653038,4,1,7
13.0859,-1.0824,2309.044279766123,4,1,4
13.0859,-1.0824,2309.044279766123,4,1,4
13.0859,-1.0824,2309.044279766123,4,1,4
13.0859,-1.0824,2309.044279766123,4,0,7
13.0859,-1.0824,2309.044279766123,4,1,7
13.0859,-1.0824,2309.044279766123,4,1,7
13.0859,-1.0824,2309.044279766123,4,1,18
13.0859,-1.0824,2309.044279766123,4,1,18
13.0859,-1.0824,2309.044279766123,4,1,18
6.588379,2.690878,1845.7812872921647,0,1,7
6.588379,2.690878,1845.7812872921647,0,1,18
6.588379,2.690878,1845.7812872921647,0,1,7
6.588379,2.690878,1845.7812872921647,0,1,18
0.919589,30.763099,1481.1735385233726,3,1,18
-2.21683,30.757983,1688.2020322185103,3,1,17
-0.0749,34.6663,1913.36351755351,3,1,18
-0.0749,34.6663,1913.36351755351,3,1,4
13.04114,-9.484723,3206.3289944832745,4,1,7
13.04114,-9.484723,3206.3289944832745,4,1,18
13.04114,-9.484723,3206.3289944832745,4,1,4
13.04114,-9.484723,3206.3289944832745,4,1,7
13.04114,-9.484723,3206.3289944832745,4,1,18
13.04114,-9.484723,3206.3289944832745,4,1,4
-12.8024,28.2132,2488.360967486801,3,1,18
-12.8024,28.2132,2488.360967486801,3,0,18
-12.8024,28.2132,2488.360967486801,3,0,18
6.620039,2.673758,1847.335813708372,0,1,7
6.620039,2.673758,1847.335813708372,0,1,18
6.620039,2.673758,1847.335813708372,0,1,7
6.620039,2.673758,1847.335813708372,0,1,18
6.61414,2.73086,1841.1101594025313,0,1,7
6.61414,2.73086,1841.1101594025313,0,1,18
6.61414,2.73086,1841.1101594025313,0,1,7
6.61414,2.73086,1841.1101594025313,0,1,18
12.066667,-1.350833,2316.182697476541,4,0,4
12.066667,-1.350833,2316.182697476541,4,1,4
12.066667,-1.350833,2316.182697476541,4,0,7
12.066667,-1.350833,2316.182697476541,4,1,7
12.066667,-1.350833,2316.182697476541,4,1,18
12.066667,-1.350833,2316.182697476541,4,1,18
11.523836,0.753281,2080.0864311341666,0,0,4
11.523836,0.753281,2080.0864311341666,0,1,7
11.523836,0.753281,2080.0864311341666,0,1,7
9.28,-10.03,3237.5658681910772,4,1,18
9.28,-10.03,3237.5658681910772,4,1,7
9.450654,-5.626144,2754.2424095072247,4,1,18
9.450654,-5.626144,2754.2424095072247,4,1,18
10.3317,1.6914,1960.171826190087,0,1,18
10.3317,1.6914,1960.171826190087,0,0,7
12.202203,-1.407737,2324.8244646126154,4,0,4
12.202203,-1.407737,2324.8244646126154,4,1,4
12.202203,-1.407737,2324.8244646126154,4,0,7
12.202203,-1.407737,2324.8244646126154,4,1,7
12.202203,-1.407737,2324.8244646126154,4,0,18
12.202203,-1.407737,2324.8244646126154,4,1,18
12.2525,-2.3625,2428.1736346117123,4,1,4
12.86666,-7.56666,2997.4918480274214,4,1,7
12.86666,-7.56666,2997.4918480274214,4,1,18
12.86666,-7.56666,2997.4918480274214,4,1,4
8.48,-9.53,3182.946106358564,4,1,18
8.48,-9.53,3182.946106358564,4,1,7
-8.8718,143.0647,13841.738974279991,2,0,37
-8.8718,143.0647,13841.738974279991,2,0,14
-8.8718,143.0647,13841.738974279991,2,0,19
-8.8718,143.0647,13841.738974279991,2,0,37
-8.8718,143.0647,13841.738974279991,2,0,14
-8.8718,143.0647,13841.738974279991,2,0,19
6.6939,-1.6458,2322.508602410505,4,1,18
1.1248,31.5983,1549.8756350363537,3,1,18
1.1248,31.5983,1549.8756350363537,3,1,4
6.63333,1.71667,1952.5931541112939,0,1,18
-2.0348,147.2614,14227.383745648203,2,0,14
-2.0348,147.2614,14227.383745648203,2,0,14
7.97024,-5.20996,2708.237465168201,4,0,18
7.97024,-5.20996,2708.237465168201,4,1,18
7.97024,-5.20996,2708.237465168201,4,0,17
11.85722,3.37924,1806.0949466721804,0,0,17
11.85722,3.37924,1806.0949466721804,0,1,17
11.85722,3.37924,1806.0949466721804,0,1,18
11.85722,3.37924,1806.0949466721804,0,1,18
11.85722,3.37924,1806.0949466721804,0,1,18
11.85722,3.37924,1806.0949466721804,0,1,4
11.85722,3.37924,1806.0949466721804,0,1,7
11.85722,3.37924,1806.0949466721804,0,0,18
11.85722,3.37924,1806.0949466721804,0,0,4
11.85722,3.37924,1806.0949466721804,0,0,7
7.41209,-7.562108,2969.890888604768,4,1,18
7.41209,-7.562108,2969.890888604768,4,1,18
7.41209,-7.562108,2969.890888604768,4,0,18
11.666667,-1.083333,2280.371189091243,4,1,7
11.666667,-1.083333,2280.371189091243,4,1,7
11.666667,-1.083333,2280.371189091243,4,1,18
11.666667,-1.083333,2280.371189091243,4,1,18
-5.355185,145.746229,14105.734124963756,2,0,25
-5.355185,145.746229,14105.734124963756,2,0,25
10.7916,1.028,2038.4342595394244,0,1,18
10.7916,1.028,2038.4342595394244,0,0,7
-6.9314,146.6093,14216.68777632735,2,0,37
-6.9314,146.6093,14216.68777632735,2,0,14
-6.9314,146.6093,14216.68777632735,2,0,37
-6.9314,146.6093,14216.68777632735,2,0,14
9.8608,2.718,1842.829500187942,0,1,18
-3.7725,143.0706,13791.173772180775,2,0,19
-3.7725,143.0706,13791.173772180775,2,0,25
-3.7725,143.0706,13791.173772180775,2,0,19
-3.7725,143.0706,13791.173772180775,2,0,25
-3.572,142.7265,13750.526254620889,2,0,37
-3.572,142.7265,13750.526254620889,2,0,25
-3.572,142.7265,13750.526254620889,2,0,37
-3.572,142.7265,13750.526254620889,2,0,25
12.687284,-2.202547,2419.405505817477,4,0,4
12.687284,-2.202547,2419.405505817477,4,0,7
12.687284,-2.202547,2419.405505817477,4,1,7
12.687284,-2.202547,2419.405505817477,4,0,18
12.687284,-2.202547,2419.405505817477,4,1,18
-5.423,145.551,14084.964981081584,2,0,37
-5.423,145.551,14084.964981081584,2,0,13
-5.423,145.551,14084.964981081584,2,0,25
-5.423,145.551,14084.964981081584,2,0,37
-5.423,145.551,14084.964981081584,2,0,13
-5.423,145.551,14084.964981081584,2,0,25
10.24211,1.40678,1990.082611272442,0,1,18
10.24211,1.40678,1990.082611272442,0,0,7
-3.595,142.75,13753.430294394162,2,0,37
-3.595,142.75,13753.430294394162,2,0,37
14.223544,-5.976456,2853.121917662082,4,1,7
14.223544,-5.976456,2853.121917662082,4,1,18
14.223544,-5.976456,2853.121917662082,4,1,4
12.715024,-3.863863,2597.5923423290023,4,0,4
12.715024,-3.863863,2597.5923423290023,4,0,4
12.715024,-3.863863,2597.5923423290023,4,1,7
12.715024,-3.863863,2597.5923423290023,4,1,7
12.715024,-3.863863,2597.5923423290023,4,0,18
12.715024,-3.863863,2597.5923423290023,4,1,18
-2.321508,29.185579,1569.8388875898095,3,1,17
-0.1833,34.9167,1943.6154876687126,3,1,4
-0.1833,34.9167,1943.6154876687126,3,1,4
-0.1833,34.9167,1943.6154876687126,3,1,4
-0.1833,34.9167,1943.6154876687126,3,0,18
-0.1833,34.9167,1943.6154876687126,3,0,18
7.4678,3.9133,1704.194411409643,0,1,18
10.97475,-4.927154,2687.791264835474,4,0,4
10.97475,-4.927154,2687.791264835474,4,1,7
10.97475,-4.927154,2687.791264835474,4,0,7
10.97475,-4.927154,2687.791264835474,4,1,7
10.97475,-4.927154,2687.791264835474,4,1,7
10.97475,-4.927154,2687.791264835474,4,1,18
10.97475,-4.927154,2687.791264835474,4,1,18
10.97475,-4.927154,2687.791264835474,4,1,18
10.97475,-4.927154,2687.791264835474,4,1,18
12.358651,-1.606883,2349.173085621281,4,0,4
12.358651,-1.606883,2349.173085621281,4,0,4
12.358651,-1.606883,2349.173085621281,4,1,7
12.358651,-1.606883,2349.173085621281,4,1,7
12.358651,-1.606883,2349.173085621281,4,0,18
12.358651,-1.606883,2349.173085621281,4,1,18
6.3207,2.0667,1917.4793612032456,0,1,18
6.3207,2.0667,1917.4793612032456,0,1,30
6.3207,2.0667,1917.4793612032456,0,1,7
6.3207,2.0667,1917.4793612032456,0,0,18
6.3207,2.0667,1917.4793612032456,0,0,30
6.3207,2.0667,1917.4793612032456,0,0,7
9.351253,2.574577,1853.9976536439995,0,1,18
9.351253,2.574577,1853.9976536439995,0,1,18
9.351253,2.574577,1853.9976536439995,0,1,4
9.351253,2.574577,1853.9976536439995,0,1,7
9.351253,2.574577,1853.9976536439995,0,1,18
9.351253,2.574577,1853.9976536439995,0,0,4
9.351253,2.574577,1853.9976536439995,0,0,7
10.2283,2.0019,1925.0961721905903,0,1,18
-3.5435,142.6502,13741.72488599017,2,0,37
-3.5435,142.6502,13741.72488599017,2,0,37
-4.6297,141.1048,13585.389485297506,2,0,37
-4.6297,141.1048,13585.389485297506,2,0,14
-4.6297,141.1048,13585.389485297506,2,0,25
-4.6297,141.1048,13585.389485297506,2,0,37
-4.6297,141.1048,13585.389485297506,2,0,14
-4.6297,141.1048,13585.389485297506,2,0,25
11.165243,-1.1401,2278.753190581637,4,0,4
11.165243,-1.1401,2278.753190581637,4,1,4
11.165243,-1.1401,2278.753190581637,4,1,7
11.165243,-1.1401,2278.753190581637,4,1,7
11.165243,-1.1401,2278.753190581637,4,0,18
11.165243,-1.1401,2278.753190581637,4,1,18
5.2482,-3.9195,2589.989809979201,4,1,18
5.2482,-3.9195,2589.989809979201,4,1,18
-0.5058,34.7336,1942.5329180693343,3,0,4
-0.5058,34.7336,1942.5329180693343,3,0,4
-0.5058,34.7336,1942.5329180693343,3,1,4
-0.5058,34.7336,1942.5329180693343,3,0,18
-0.5058,34.7336,1942.5329180693343,3,0,18
-6.09,145.981,14139.464698434374,2,0,37
-6.09,145.981,14139.464698434374,2,0,19
-6.09,145.981,14139.464698434374,2,0,37
-6.09,145.981,14139.464698434374,2,0,19
-1.800785,30.50344,1636.574803510119,3,1,17
6.384248,2.413709,1878.5547432882283,0,1,7
6.384248,2.413709,1878.5547432882283,0,1,18
6.384248,2.413709,1878.5547432882283,0,1,7
6.384248,2.413709,1878.5547432882283,0,1,18
4.758807,-6.691275,2901.903748859499,4,0,18
4.758807,-6.691275,2901.903748859499,4,1,18
-5.6913,145.5184,14084.304212838724,2,0,37
-5.6913,145.5184,14084.304212838724,2,0,13
-5.6913,145.5184,14084.304212838724,2,0,25
-5.6913,145.5184,14084.304212838724,2,0,37
-5.6913,145.5184,14084.304212838724,2,0,13
-5.6913,145.5184,14084.304212838724,2,0,25
11.6191,-8.2338,3053.789133118106,4,1,7
11.6191,-8.2338,3053.789133118106,4,1,18
10.677604,-4.261665,2612.441720565228,4,1,7
10.677604,-4.261665,2612.441720565228,4,1,7
10.677604,-4.261665,2612.441720565228,4,1,18
10.677604,-4.261665,2612.441720565228,4,1,18
10.66667,-5.16667,2711.040485062805,4,1,7
-5.542,144.6537,13987.346420275735,2,0,37
-5.542,144.6537,13987.346420275735,2,0,37
12.183625,-4.073765,2610.9986941918814,4,0,7
12.183625,-4.073765,2610.9986941918814,4,1,7
12.183625,-4.073765,2610.9986941918814,4,0,18
12.183625,-4.073765,2610.9986941918814,4,1,18
11.011351,-4.056328,2593.421279429098,4,0,4
11.011351,-4.056328,2593.421279429098,4,1,4
11.011351,-4.056328,2593.421279429098,4,1,4
11.011351,-4.056328,2593.421279429098,4,0,7
11.011351,-4.056328,2593.421279429098,4,1,7
11.011351,-4.056328,2593.421279429098,4,1,7
11.011351,-4.056328,2593.421279429098,4,1,18
11.011351,-4.056328,2593.421279429098,4,1,18
11.011351,-4.056328,2593.421279429098,4,1,18
11.011351,-4.056328,2593.421279429098,4,1,18
6.7344,-1.6125,2318.4869050696907,4,1,18
11.4691,-8.3301,3062.782253882326,4,1,18
11.4691,-8.3301,3062.782253882326,4,1,7
10.62849,1.251712,2011.8606931621237,0,1,18
10.62849,1.251712,2011.8606931621237,0,1,7
6.601233,2.689047,1845.8479653576383,0,1,7
6.601233,2.689047,1845.8479653576383,0,1,7
6.601233,2.689047,1845.8479653576383,0,1,18
10.4388,-6.3982,2843.76360190645,4,1,7
10.4388,-6.3982,2843.76360190645,4,0,7
0.6278,34.3325,1845.023698434311,3,1,17
0.6278,34.3325,1845.023698434311,3,0,4
0.6278,34.3325,1845.023698434311,3,0,4
0.6278,34.3325,1845.023698434311,3,1,18
0.6278,34.3325,1845.023698434311,3,1,18
10.624117,-4.55335,2643.770778449223,4,1,7
10.624117,-4.55335,2643.770778449223,4,1,7
10.624117,-4.55335,2643.770778449223,4,1,18
10.624117,-4.55335,2643.770778449223,4,1,18
6.8448,2.077333,1910.8900952619438,0,0,18
10.83,-7.81,3000.714530776932,4,1,18
10.83,-7.81,3000.714530776932,4,1,7
-3.5028,-80.3939,11145.078663333821,4,1,1
11.4634,-4.318,2627.125854788795,4,1,7
11.4634,-4.318,2627.125854788795,4,0,7
-5.290197,145.736258,14103.902684299308,2,0,37
-5.290197,145.736258,14103.902684299308,2,0,25
-5.290197,145.736258,14103.902684299308,2,0,37
-5.290197,145.736258,14103.902684299308,2,0,25
6.78168,-5.27089,2721.4159371212577,4,1,18
6.78168,-5.27089,2721.4159371212577,4,1,18
-4.6277,141.0965,13584.449648448217,2,0,25
-4.6277,141.0965,13584.449648448217,2,0,25
-3.5713,142.6899,13746.481254140788,2,0,37
-3.5713,142.6899,13746.481254140788,2,0,37
