LATITUDE,LONGITUDE,DISTANCE_TO_CENTRAL,GEO_CLUSTER,MECHANISM_BINARY,SPECIES_LABEL
11.4015,-4.4194,2637.3537357861,4,1,18
11.4015,-4.4194,2637.3537357861,4,0,7
12.180204,-0.351302,2211.251497721356,4,1,17
12.180204,-0.351302,2211.251497721356,4,1,4
12.180204,-0.351302,2211.251497721356,4,1,18
12.180204,-0.351302,2211.251497721356,4,0,17
12.180204,-0.351302,2211.251497721356,4,0,7
12.180204,-0.351302,2211.251497721356,4,0,4
11.1469,-4.2833,2619.5910674365355,4,0,4
11.1469,-4.2833,2619.5910674365355,4,0,7
11.1469,-4.2833,2619.5910674365355,4,1,18
11.1469,-4.2833,2619.5910674365355,4,1,17
-8.8718,143.0647,13841.738974279991,2,0,14
-8.8718,143.0647,13841.738974279991,2,0,14
-8.8718,143.0647,13841.738974279991,2,0,19
-8.8718,143.0647,13841.738974279991,2,0,19
-8.8718,143.0647,13841.738974279991,2,0,37
-8.8718,143.0647,13841.738974279991,2,0,37
1.1248,31.5983,1549.8756350363537,3,1,18
-2.0348,147.2614,14227.383745648203,2,0,14
-2.0348,147.2614,14227.383745648203,2,0,14
-15.5333,30.3667,2860.1319971875714,3,0,4
-15.5333,30.3667,2860.1319971875714,3,0,4
11.85722,3.37924,1806.0949466721804,0,1,4
11.85722,3.37924,1806.0949466721804,0,1,4
11.85722,3.37924,1806.0949466721804,0,1,17
11.85722,3.37924,1806.0949466721804,0,1,7
-5.355185,145.746229,14105.734124963756,2,0,25
-5.355185,145.746229,14105.734124963756,2,0,25
6.6122,3.4019,1767.2613947069935,0,1,7
6.6122,3.4019,1767.2613947069935,0,0,7
6.6122,3.4019,1767.2613947069935,0,0,7
6.4624,3.3154,1778.4497800067209,0,1,7
6.4624,3.3154,1778.4497800067209,0,0,7
6.4624,3.3154,1778.4497800067209,0,0,7
6.57397,2.58907,1857.141035359186,0,1,17
6.57397,2.58907,1857.141035359186,0,1,7
6.57397,2.58907,1857.141035359186,0,1,7
6.57397,2.58907,1857.141035359186,0,0,17
-6.9314,146.6093,14216.68777632735,2,0,14
-6.9314,146.6093,14216.68777632735,2,0,14
-3.7725,143.0706,13791.173772180775,2,0,19
-3.7725,143.0706,13791.173772180775,2,0,19
-3.7725,143.0706,13791.173772180775,2,0,25
-3.7725,143.0706,13791.173772180775,2,0,25
-15.7559,26.4364,2728.231888335487,3,0,4
-15.7559,26.4364,2728.231888335487,3,0,4
-3.572,142.7265,13750.526254620889,2,0,37
-3.572,142.7265,13750.526254620889,2,0,37
-5.423,145.551,14084.964981081584,2,0,13
-5.423,145.551,14084.964981081584,2,0,13
-5.423,145.551,14084.964981081584,2,0,25
-5.423,145.551,14084.964981081584,2,0,25
-5.423,145.551,14084.964981081584,2,0,37
-5.423,145.551,14084.964981081584,2,0,37
-3.595,142.75,13753.430294394162,2,0,37
-3.595,142.75,13753.430294394162,2,0,37
-4.795,145.627,14086.077068475604,2,0,19
-4.795,145.627,14086.077068475604,2,0,37
-4.795,145.627,14086.077068475604,2,0,19
-4.795,145.627,14086.077068475604,2,0,37
12.715024,-3.863863,2597.5923423290023,4,1,7
12.715024,-3.863863,2597.5923423290023,4,1,18
12.715024,-3.863863,2597.5923423290023,4,1,17
12.715024,-3.863863,2597.5923423290023,4,1,18
12.715024,-3.863863,2597.5923423290023,4,0,7
-0.476468,34.317894,1900.5264245845813,3,0,4
-0.476468,34.317894,1900.5264245845813,3,0,4
-0.476468,34.317894,1900.5264245845813,3,1,18
-0.476468,34.317894,1900.5264245845813,3,0,16
-0.476468,34.317894,1900.5264245845813,3,0,16
-0.476468,34.317894,1900.5264245845813,3,0,38
-0.476468,34.317894,1900.5264245845813,3,0,38
6.4825,3.1726,1793.9278355014249,0,1,7
6.4825,3.1726,1793.9278355014249,0,0,7
6.4825,3.1726,1793.9278355014249,0,0,7
10.97475,-4.927154,2687.791264835474,4,1,18
10.97475,-4.927154,2687.791264835474,4,1,18
10.2283,2.0019,1925.0961721905903,0,1,17
10.2283,2.0019,1925.0961721905903,0,1,17
-3.5435,142.6502,13741.72488599017,2,0,37
-3.5435,142.6502,13741.72488599017,2,0,37
-4.6297,141.1048,13585.389485297506,2,0,25
-4.6297,141.1048,13585.389485297506,2,0,25
-4.6297,141.1048,13585.389485297506,2,0,37
-4.6297,141.1048,13585.389485297506,2,0,37
-6.09,145.981,14139.464698434374,2,0,19
-6.09,145.981,14139.464698434374,2,0,37
-6.09,145.981,14139.464698434374,2,0,19
-6.09,145.981,14139.464698434374,2,0,37
11.1833,-4.5498,2648.957997306493,4,1,7
11.1833,-4.5498,2648.957997306493,4,1,18
11.1833,-4.5498,2648.957997306493,4,1,17
11.1833,-4.5498,2648.957997306493,4,1,18
11.1833,-4.5498,2648.957997306493,4,0,7
-5.6913,145.5184,14084.304212838724,2,0,13
-5.6913,145.5184,14084.304212838724,2,0,13
-5.6913,145.5184,14084.304212838724,2,0,25
-5.6913,145.5184,14084.304212838724,2,0,25
-5.6913,145.5184,14084.304212838724,2,0,37
-5.6913,145.5184,14084.304212838724,2,0,37
6.39712,2.59409,1858.5602213294417,0,1,17
6.39712,2.59409,1858.5602213294417,0,0,17
6.39712,2.59409,1858.5602213294417,0,1,7
6.39712,2.59409,1858.5602213294417,0,1,7
6.39712,2.59409,1858.5602213294417,0,1,7
6.39712,2.59409,1858.5602213294417,0,0,7
-5.542,144.6537,13987.346420275735,2,0,37
-5.542,144.6537,13987.346420275735,2,0,37
11.011351,-4.056328,2593.421279429098,4,1,18
11.011351,-4.056328,2593.421279429098,4,0,4
11.011351,-4.056328,2593.421279429098,4,0,7
11.011351,-4.056328,2593.421279429098,4,1,18
11.011351,-4.056328,2593.421279429098,4,0,17
11.011351,-4.056328,2593.421279429098,4,1,18
-0.471892,34.090734,1878.2853483253225,3,0,18
-0.471892,34.090734,1878.2853483253225,3,1,18
-0.471892,34.090734,1878.2853483253225,3,0,4
-0.471892,34.090734,1878.2853483253225,3,0,4
-0.471892,34.090734,1878.2853483253225,3,0,16
-0.471892,34.090734,1878.2853483253225,3,0,16
10.624117,-4.55335,2643.770778449223,4,1,18
10.624117,-4.55335,2643.770778449223,4,1,18
16.3119,-10.1669,3341.7582699575146,4,1,17
16.3119,-10.1669,3341.7582699575146,4,1,17
16.3119,-10.1669,3341.7582699575146,4,0,17
6.503415,2.144734,1906.809642833647,0,1,17
6.503415,2.144734,1906.809642833647,0,0,17
6.503415,2.144734,1906.809642833647,0,1,7
6.503415,2.144734,1906.809642833647,0,1,18
-5.333,145.65,14094.874170625313,2,0,37
-5.333,145.65,14094.874170625313,2,0,37
-5.290197,145.736258,14103.902684299308,2,0,25
-5.290197,145.736258,14103.902684299308,2,0,25
-5.290197,145.736258,14103.902684299308,2,0,37
-5.290197,145.736258,14103.902684299308,2,0,37
-4.6277,141.0965,13584.449648448217,2,0,25
-4.6277,141.0965,13584.449648448217,2,0,25
-3.5713,142.6899,13746.481254140788,2,0,37
-3.5713,142.6899,13746.481254140788,2,0,37
6.587843,2.736448,1840.7703553714314,0,1,17
6.587843,2.736448,1840.7703553714314,0,0,17
6.134,0.8009,2058.984839962714,0,1,18
6.134,0.8009,2058.984839962714,0,1,7
5.9131,-0.9876,2258.4829415718386,4,1,18
5.9131,-0.9876,2258.4829415718386,4,1,7
27.5592,76.6074,6389.5930732669085,1,1,47
27.5592,76.6074,6389.5930732669085,1,1,47
36.5656,128.725,11187.004118650062,1,1,43
36.5656,128.725,11187.004118650062,1,1,43
6.735445,2.642898,1849.5854066982993,0,1,17
6.735445,2.642898,1849.5854066982993,0,0,17
-3.292314,36.825027,2300.1187719173304,3,0,18
-3.292314,36.825027,2300.1187719173304,3,0,18
-3.292314,36.825027,2300.1187719173304,3,0,4
-3.292314,36.825027,2300.1187719173304,3,0,4
5.695973,-0.0643,2159.9814040476435,0,1,18
5.695973,-0.0643,2159.9814040476435,0,1,7
-12.27006,44.39772,3556.077404173235,3,0,17
5.6891,-1.2714,2292.688610322677,4,1,18
5.6891,-1.2714,2292.688610322677,4,1,7
4.86641,-2.24181,2412.083121539334,4,1,18
4.86641,-2.24181,2412.083121539334,4,1,7
-4.10107,35.79504,2255.8682209901144,3,0,18
-4.10107,35.79504,2255.8682209901144,3,0,18
-4.10107,35.79504,2255.8682209901144,3,0,4
-4.10107,35.79504,2255.8682209901144,3,0,4
-4.10107,35.79504,2255.8682209901144,3,1,4
11.486523,37.260451,2004.4902527619477,3,0,4
11.2935,2.4393,1894.4256036622905,0,1,18
11.2935,2.4393,1894.4256036622905,0,1,18
11.2025,2.3294,1904.5375761784942,0,1,18
11.2025,2.3294,1904.5375761784942,0,0,18
11.2442,2.2288,1916.1410682284802,0,1,17
11.2442,2.2288,1916.1410682284802,0,0,17
11.52,37.368,2016.6847940491102,3,1,4
11.52,37.368,2016.6847940491102,3,1,4
11.52,37.368,2016.6847940491102,3,0,4
13.30995,-14.21373,3719.0096459637566,4,1,4
13.30995,-14.21373,3719.0096459637566,4,1,4
13.30995,-14.21373,3719.0096459637566,4,1,7
13.30995,-14.21373,3719.0096459637566,4,1,7
13.30995,-14.21373,3719.0096459637566,4,1,17
13.30995,-14.21373,3719.0096459637566,4,1,18
-11.566428,43.281616,3412.2971840773375,3,0,17
7.1833,2.0692,1909.1858779508568,0,1,18
7.1833,2.0692,1909.1858779508568,0,1,18
6.9893,37.6459,2021.3565668192825,3,1,4
6.9893,37.6459,2021.3565668192825,3,1,4
6.9893,37.6459,2021.3565668192825,3,0,4
-0.0959,34.2757,1876.0816450583327,3,1,4
-0.0959,34.2757,1876.0816450583327,3,0,4
34.8142,127.1575,11110.538490864124,1,1,43
34.8142,127.1575,11110.538490864124,1,1,43
-11.48941,43.38809,3416.2350027679995,3,0,17
-1.69708,31.629076,1725.9452609813015,3,1,17
-1.69708,31.629076,1725.9452609813015,3,0,17
-1.82914,31.44562,1719.0226408303424,3,1,17
-1.82914,31.44562,1719.0226408303424,3,0,17
1.8188,31.3249,1486.7966126275378,3,1,18
1.8188,31.3249,1486.7966126275378,3,0,4
5.1083,-1.2968,2304.403579619954,4,1,7
6.3667,2.4334,1876.5950730854615,0,1,7
6.3667,2.4334,1876.5950730854615,0,1,7
6.5782,2.5577,1860.54972375699,0,1,17
6.5782,2.5577,1860.54972375699,0,0,17
-6.816667,39.233333,2740.6147447073863,3,1,17
-6.816667,39.233333,2740.6147447073863,3,0,18
-6.816667,39.233333,2740.6147447073863,3,0,4
-6.816667,39.233333,2740.6147447073863,3,1,18
-6.816667,39.233333,2740.6147447073863,3,0,4
-6.816667,39.233333,2740.6147447073863,3,0,18
-6.816667,39.233333,2740.6147447073863,3,1,4
6.676641,2.669849,1847.191947897479,0,1,17
6.676641,2.669849,1847.191947897479,0,0,17
-6.162959,35.751607,2392.8910666771308,3,0,18
-6.162959,35.751607,2392.8910666771308,3,0,18
-6.162959,35.751607,2392.8910666771308,3,0,4
-6.162959,35.751607,2392.8910666771308,3,0,4
-6.162959,35.751607,2392.8910666771308,3,0,18
-6.162959,35.751607,2392.8910666771308,3,0,18
5.8167,-0.0167,2153.043018217027,0,1,18
5.8167,-0.0167,2153.043018217027,0,1,7
-12.29123,43.710096,3498.56185025658,3,0,17
15.9667,-15.9167,3938.854542594829,4,0,15
15.9667,-15.9167,3938.854542594829,4,0,15
15.9667,-15.9167,3938.854542594829,4,0,16
15.9667,-15.9167,3938.854542594829,4,0,16
37.5658,126.8006,10990.20273585183,1,0,6
37.5658,126.8006,10990.20273585183,1,0,6
37.5658,126.8006,10990.20273585183,1,0,23
37.5658,126.8006,10990.20273585183,1,0,23
37.5658,126.8006,10990.20273585183,1,0,27
37.5658,126.8006,10990.20273585183,1,0,27
37.5658,126.8006,10990.20273585183,1,0,36
37.5658,126.8006,10990.20273585183,1,0,36
35.983,129.5356,11276.558037496907,1,1,43
35.983,129.5356,11276.558037496907,1,1,43
-5.53341,38.24708,2569.272982005441,3,0,18
-5.53341,38.24708,2569.272982005441,3,0,18
-5.53341,38.24708,2569.272982005441,3,0,4
-5.53341,38.24708,2569.272982005441,3,0,4
-5.53341,38.24708,2569.272982005441,3,1,4
-12.257745,43.668841,3492.7435684206444,3,0,17
1.43224,31.05338,1480.3523482539688,3,1,18
1.43224,31.05338,1480.3523482539688,3,0,4
5.4738,-1.9151,2366.488974629185,4,1,18
5.4738,-1.9151,2366.488974629185,4,1,7
7.3655,2.5995,1849.6038984324548,0,1,17
7.3655,2.5995,1849.6038984324548,0,0,17
6.783149,2.627836,1850.7948074404155,0,1,17
6.783149,2.627836,1850.7948074404155,0,0,17
6.650018,2.622402,1852.6839368960425,0,1,17
6.650018,2.622402,1852.6839368960425,0,0,17
-6.84643,39.18285,2738.045520379726,3,1,18
-6.84643,39.18285,2738.045520379726,3,0,4
-6.84643,39.18285,2738.045520379726,3,0,18
-6.84643,39.18285,2738.045520379726,3,0,4
6.676671,2.753011,1838.0339795280875,0,1,17
6.676671,2.753011,1838.0339795280875,0,0,17
6.711671,2.653243,1848.6756531130168,0,1,17
6.711671,2.653243,1848.6756531130168,0,0,17
0.445467,33.179648,1740.289625649459,3,1,18
0.445467,33.179648,1740.289625649459,3,0,4
11.13417,2.93861,1837.6763631362248,0,1,18
11.13417,2.93861,1837.6763631362248,0,1,18
11.13417,2.93861,1837.6763631362248,0,1,18
11.13417,2.93861,1837.6763631362248,0,1,18
11.13417,2.93861,1837.6763631362248,0,0,18
11.13417,2.93861,1837.6763631362248,0,1,18
-1.928363,31.533422,1733.5125444663975,3,1,17
-1.928363,31.533422,1733.5125444663975,3,0,17
-0.81931,29.72745,1500.403052028143,3,1,18
-3.43086,37.27103,2350.1793553920807,3,0,4
-3.43086,37.27103,2350.1793553920807,3,0,4
5.9399,0.9962,2040.0529670919238,0,1,7
6.588379,2.690878,1845.7812872921647,0,1,17
6.588379,2.690878,1845.7812872921647,0,0,17
0.919589,30.763099,1481.1735385233726,3,1,18
-3.43737,37.29678,2352.984191143265,3,0,4
-3.43737,37.29678,2352.984191143265,3,0,4
-1.959058,31.424918,1726.2754865115357,3,1,17
-1.959058,31.424918,1726.2754865115357,3,1,17
-1.959058,31.424918,1726.2754865115357,3,0,17
-8.24137,36.33492,2593.797895924143,3,0,18
-8.24137,36.33492,2593.797895924143,3,0,18
-8.24137,36.33492,2593.797895924143,3,0,4
-8.24137,36.33492,2593.797895924143,3,0,4
-2.8834,34.0167,2016.8805552089368,3,1,4
-2.8834,34.0167,2016.8805552089368,3,0,4
-1.686372,31.694749,1730.981554769564,3,1,17
-1.686372,31.694749,1730.981554769564,3,0,17
-6.71377,39.21003,2731.846603518817,3,1,18
-6.71377,39.21003,2731.846603518817,3,0,4
-6.71377,39.21003,2731.846603518817,3,0,18
-6.71377,39.21003,2731.846603518817,3,0,4
-1.867687,31.404931,1718.1766231002548,3,1,17
-1.867687,31.404931,1718.1766231002548,3,0,17
-2.051857,31.446333,1734.6204805988125,3,0,17
-2.051857,31.446333,1734.6204805988125,3,1,17
-2.051857,31.446333,1734.6204805988125,3,0,17
6.61414,2.73086,1841.1101594025313,0,1,17
6.61414,2.73086,1841.1101594025313,0,0,17
6.0945,-0.412362,2192.930827131457,0,1,18
6.0945,-0.412362,2192.930827131457,0,1,7
5.0483,-1.4886,2326.4355739290377,4,1,18
5.0483,-1.4886,2326.4355739290377,4,1,7
10.3317,1.6914,1960.171826190087,0,1,17
-2.078983,31.545557,1745.0586531869897,3,0,17
-2.078983,31.545557,1745.0586531869897,3,1,17
-2.078983,31.545557,1745.0586531869897,3,1,17
-2.078983,31.545557,1745.0586531869897,3,0,17
1.1248,31.5983,1549.8756350363537,3,1,18
1.1248,31.5983,1549.8756350363537,3,0,4
-9.556278,33.927089,2515.7053445215934,3,0,18
-9.556278,33.927089,2515.7053445215934,3,0,18
-9.556278,33.927089,2515.7053445215934,3,0,4
-9.556278,33.927089,2515.7053445215934,3,0,4
2.2581,32.8874,1623.693555683242,3,1,18
6.63333,1.71667,1952.5931541112939,0,1,17
6.63333,1.71667,1952.5931541112939,0,0,17
-4.55106,38.44232,2526.4760604628864,3,0,4
-4.55106,38.44232,2526.4760604628864,3,0,4
-4.55106,38.44232,2526.4760604628864,3,0,18
-4.55106,38.44232,2526.4760604628864,3,0,18
5.676111,-0.172222,2172.1212730529087,0,1,18
5.676111,-0.172222,2172.1212730529087,0,1,7
-2.589752,33.443959,1946.3600306762692,3,0,18
-2.589752,33.443959,1946.3600306762692,3,0,18
-2.589752,33.443959,1946.3600306762692,3,0,4
-2.589752,33.443959,1946.3600306762692,3,0,4
3.75578,8.78166,1256.471196852463,0,0,17
-11.885388,43.496611,3452.5045101125606,3,0,17
6.236242,37.674477,2031.9041206012535,3,1,4
6.236242,37.674477,2031.9041206012535,3,1,4
6.236242,37.674477,2031.9041206012535,3,0,4
-12.302079,43.634337,3492.8555102501205,3,0,17
6.57397,2.58907,1857.141035359186,0,1,17
6.57397,2.58907,1857.141035359186,0,0,17
-3.343947,37.329286,2350.5610053447635,3,0,18
-3.343947,37.329286,2350.5610053447635,3,0,18
-3.343947,37.329286,2350.5610053447635,3,0,4
-3.343947,37.329286,2350.5610053447635,3,0,4
7.265834,2.540484,1856.6951975836046,0,1,17
7.265834,2.540484,1856.6951975836046,0,0,17
-12.3035,44.42632,3560.799058688507,3,0,17
-5.175426,38.783176,2595.9699204426247,3,0,18
-5.175426,38.783176,2595.9699204426247,3,0,4
-5.175426,38.783176,2595.9699204426247,3,0,18
-5.175426,38.783176,2595.9699204426247,3,1,4
-5.175426,38.783176,2595.9699204426247,3,0,4
-1.83396,31.81922,1751.935461697159,3,0,4
-1.83396,31.81922,1751.935461697159,3,0,18
-1.83396,31.81922,1751.935461697159,3,0,18
-1.83396,31.81922,1751.935461697159,3,1,18
-1.83396,31.81922,1751.935461697159,3,0,4
-1.83396,31.81922,1751.935461697159,3,1,18
-1.83396,31.81922,1751.935461697159,3,1,4
-12.17242,44.38772,3548.636930410755,3,0,17
-6.599262,37.074033,2536.42130147628,3,0,4
-6.599262,37.074033,2536.42130147628,3,0,18
-6.599262,37.074033,2536.42130147628,3,0,18
-6.599262,37.074033,2536.42130147628,3,0,4
-6.599262,37.074033,2536.42130147628,3,1,4
9.8608,2.718,1842.829500187942,0,1,17
9.8608,2.718,1842.829500187942,0,0,17
10.24211,1.40678,1990.082611272442,0,1,17
-12.35083,43.751944,3506.2254982601976,3,0,17
-1.798445,31.410641,1713.8627600933985,3,1,17
-1.798445,31.410641,1713.8627600933985,3,0,17
14.56667,33.33333,1695.199147491171,3,1,4
13.931256,33.612309,1695.364211567425,3,1,4
15.33021,35.59854,1952.2725784626014,3,1,4
14.56667,33.33333,1695.199147491171,3,1,4
13.931256,33.612309,1695.364211567425,3,1,4
15.33021,35.59854,1952.2725784626014,3,1,4
14.56667,33.33333,1695.199147491171,3,1,4
13.931256,33.612309,1695.364211567425,3,1,4
15.33021,35.59854,1952.2725784626014,3,1,4
14.56667,33.33333,1695.199147491171,3,1,4
13.931256,33.612309,1695.364211567425,3,1,4
15.33021,35.59854,1952.2725784626014,3,1,4
14.56667,33.33333,1695.199147491171,3,1,4
13.931256,33.612309,1695.364211567425,3,1,4
15.33021,35.59854,1952.2725784626014,3,1,4
14.56667,33.33333,1695.199147491171,3,1,4
13.931256,33.612309,1695.364211567425,3,1,4
15.33021,35.59854,1952.2725784626014,3,1,4
14.56667,33.33333,1695.199147491171,3,1,4
13.931256,33.612309,1695.364211567425,3,1,4
13.931256,33.612309,1695.364211567425,3,1,4
15.33021,35.59854,1952.2725784626014,3,1,4
-1.656391,31.536991,1715.103961864396,3,1,17
-1.656391,31.536991,1715.103961864396,3,0,17
-0.1833,34.9167,1943.6154876687126,3,1,4
-0.1833,34.9167,1943.6154876687126,3,0,4
6.660376,2.687094,1845.4559581844787,0,1,17
6.9655,2.6985,1841.4226642466026,0,0,17
6.978225,2.647791,1846.9083481843659,0,1,17
6.978225,2.647791,1846.9083481843659,0,0,17
-11.587911,43.271595,3412.8994615489123,3,0,17
37.7608,126.7725,10981.441468772588,1,0,36
37.7608,126.7725,10981.441468772588,1,0,36
37.7608,126.7725,10981.441468772588,1,1,43
37.7608,126.7725,10981.441468772588,1,1,43
9.351253,2.574577,1853.9976536439995,0,1,17
9.351253,2.574577,1853.9976536439995,0,1,17
3.8956,11.555,969.531338235323,0,1,17
37.368,128.3953,11131.280740894017,1,0,23
37.368,128.3953,11131.280740894017,1,0,23
-0.5058,34.7336,1942.5329180693343,3,1,4
-0.5058,34.7336,1942.5329180693343,3,0,4
-3.35043,37.15805,2334.8159985116754,3,0,4
-3.35043,37.15805,2334.8159985116754,3,0,4
-1.731344,31.441336,1711.8933161010375,3,1,17
-1.731344,31.441336,1711.8933161010375,3,0,17
6.61414,2.73086,1841.1101594025313,0,1,17
-11.68,43.27,3419.047218945202,3,0,17
